product_id,product_name,therapeutic_area_id,product_type,manufacturer,price,launch_date
55,Beta Blocker B,1,Drug,BioMed Industries,4842.17,20-03-2024
56,Orthopedic Brace,3,Device,BioMed Industries,1140.5,07-10-2024
57,Tumor Marker Test,2,Drug,CardioWorks,6452.44,25-02-2024
58,Cancer Drug X,2,Drug,TheraTech,6519.87,18-08-2024
59,Asthma Medication,5,Drug,PharmaPro,910.57,21-09-2024
60,Spinal Fusion Device,3,Device,CardioWorks,7281.7,07-09-2024
61,Heart Valve Implant,1,Drug,MedTech Solutions,4191.84,10-08-2024
62,Orthopedic Brace,3,Device,CardioWorks,5121.23,12-05-2024
63,Insulin Pump,4,Drug,HealthCorp,62.51,28-07-2024
64,COPD Treatment Kit,5,Drug,OncoMed,2676.04,02-07-2024
65,Hip Replacement Implant,3,Device,RespiraCare,1757.55,27-05-2024
66,Cardiac Stent,1,Drug,CardioWorks,2514.39,21-09-2024
67,Beta Blocker B,1,Drug,PharmaPro,373.14,12-01-2025
68,Oncology Diagnostic Tool,2,Drug,MedLife,6781.18,11-05-2024
69,Glucose Monitor,4,Drug,BioMed Industries,421.33,02-10-2024
70,Tumor Marker Test,2,Drug,HealthCorp,4982.98,11-01-2025
71,Beta Blocker B,1,Drug,PharmaPro,3229.16,31-08-2024
72,Insulin Pen,4,Drug,TheraTech,74.3,21-06-2024
73,Chemotherapy Machine,2,Drug,CardioWorks,719.15,19-06-2024
74,COPD Treatment Kit,5,Drug,CardioWorks,307.69,17-06-2024
75,Insulin Pen,4,Drug,MedTech Solutions,163.53,06-07-2024
76,Asthma Medication,5,Drug,BioMed Industries,229.47,13-08-2024
77,Insulin Pump,4,Drug,BioMed Industries,461.86,23-04-2024
78,Tumor Marker Test,2,Drug,TheraTech,9105.92,29-08-2024
79,Spinal Fusion Device,3,Device,MedTech Solutions,3025.6,18-09-2024
80,Hip Replacement Implant,3,Device,OncoMed,3549.81,16-12-2024
81,Angioplasty Device,1,Drug,OncoMed,4564.86,20-02-2024
82,Beta Blocker B,1,Drug,CardioWorks,1091.76,03-07-2024
83,COPD Treatment Kit,5,Drug,PureHealth,813.33,30-12-2024
84,Beta Blocker B,1,Drug,RespiraCare,2639.08,10-01-2025
85,Insulin Pump,4,Drug,HealthCorp,81.74,28-11-2024
86,Cardiac Stent,1,Drug,MedTech Solutions,1281.83,07-01-2025
87,Bone Graft,3,Device,PharmaPro,1571.08,04-09-2024
88,Spinal Fusion Device,3,Device,HealthCorp,5202.76,09-01-2025
89,Heart Medication A,1,Drug,BioMed Industries,2336.08,11-01-2025
90,Oxygen Concentrator,5,Drug,MedLife,2207.03,13-12-2024
91,Glucagon Injection,4,Drug,CardioWorks,402.1,20-04-2024
92,Oncology Diagnostic Tool,2,Drug,CardioWorks,3429.87,31-01-2024
93,Oncology Diagnostic Tool,2,Drug,OncoMed,3952.16,20-09-2024
94,Asthma Medication,5,Drug,PharmaPro,897.77,07-09-2024
95,Glucose Monitor,4,Drug,RespiraCare,451.52,27-09-2024
96,Knee Prosthesis,3,Device,PureHealth,6609.26,25-04-2024
97,Heart Medication A,1,Drug,MedTech Solutions,2579.88,18-06-2024
98,Glucose Monitor,4,Drug,TheraTech,496.25,30-05-2024
99,Orthopedic Brace,3,Device,HealthCorp,440.71,26-08-2024
100,Hip Replacement Implant,3,Device,BioMed Industries,966.71,19-02-2024
101,Cancer Drug X,2,Drug,OncoMed,7280.92,16-04-2024
102,Asthma Medication,5,Drug,RespiraCare,395.58,12-11-2024
103,Beta Blocker B,1,Drug,HealthCorp,1641.43,10-07-2024
104,Inhaler Device,5,Drug,PharmaPro,2122.26,15-11-2024
105,Beta Blocker B,1,Drug,TheraTech,2499.65,07-10-2024
106,Cancer Drug X,2,Drug,TheraTech,9052.54,12-02-2024
107,Cardiac Stent,1,Drug,PureHealth,2859.79,17-04-2024
108,Heart Valve Implant,1,Drug,CardioWorks,3862.04,06-08-2024
109,Beta Blocker B,1,Drug,CardioWorks,2785.41,18-12-2024
110,Angioplasty Device,1,Drug,BioMed Industries,2468.38,05-12-2024
111,Orthopedic Brace,3,Device,HealthCorp,1360.93,20-10-2024
112,Beta Blocker B,1,Drug,OncoMed,658.75,11-01-2025
113,Inhaler Device,5,Drug,TheraTech,1212.66,05-12-2024
114,COPD Treatment Kit,5,Drug,PharmaPro,741.27,29-09-2024
115,Angioplasty Device,1,Drug,BioMed Industries,800.29,20-09-2024
116,Bone Graft,3,Device,MedTech Solutions,2511.65,13-10-2024
117,Knee Prosthesis,3,Device,RespiraCare,3990.81,20-04-2024
118,Knee Prosthesis,3,Device,MedLife,6107.4,11-06-2024
119,Chemotherapy Machine,2,Drug,TheraTech,3513.94,08-08-2024
120,Radiation Therapy Kit,2,Drug,HealthCorp,6118.86,25-01-2024
121,Cardiac Stent,1,Drug,MedLife,958.52,04-11-2024
122,COPD Treatment Kit,5,Drug,OncoMed,988.51,21-07-2024
123,Asthma Medication,5,Drug,TheraTech,876.6,05-09-2024
124,Insulin Pen,4,Drug,PureHealth,491.82,07-03-2024
125,Oncology Diagnostic Tool,2,Drug,HealthCorp,4044.83,30-03-2024
126,Cancer Drug X,2,Drug,MedTech Solutions,1590.32,25-06-2024
127,Radiation Therapy Kit,2,Drug,RespiraCare,7939.48,21-11-2024
128,Hip Replacement Implant,3,Device,RespiraCare,3924.05,23-06-2024
129,Tumor Marker Test,2,Drug,PureHealth,2555.24,13-05-2024
130,Oxygen Concentrator,5,Drug,PureHealth,1829.52,17-08-2024
131,Spinal Fusion Device,3,Device,HealthCorp,6714.77,27-12-2024
132,Spinal Fusion Device,3,Device,CardioWorks,1015.05,08-01-2025
133,Radiation Therapy Kit,2,Drug,MedTech Solutions,2127.61,29-11-2024
134,Insulin Pen,4,Drug,BioMed Industries,416.34,30-07-2024
135,Heart Medication A,1,Drug,OncoMed,1699.01,03-12-2024
136,Cardiac Stent,1,Drug,RespiraCare,4388.97,06-11-2024
137,Heart Valve Implant,1,Drug,MedLife,1982.29,07-12-2024
138,Spinal Fusion Device,3,Device,TheraTech,5209.85,04-10-2024
139,Heart Medication A,1,Drug,PureHealth,4114.83,09-07-2024
140,Hip Replacement Implant,3,Device,HealthCorp,2750.01,21-07-2024
141,Beta Blocker B,1,Drug,PharmaPro,3987.79,01-03-2024
142,Asthma Medication,5,Drug,MedLife,1720.58,19-12-2024
143,Glucagon Injection,4,Drug,TheraTech,173.16,31-12-2024
144,Asthma Medication,5,Drug,HealthCorp,1695.18,22-01-2024
145,Knee Prosthesis,3,Device,MedTech Solutions,6678.83,19-11-2024
146,Inhaler Device,5,Drug,CardioWorks,620.34,27-09-2024
147,Orthopedic Brace,3,Device,HealthCorp,517.34,28-12-2024
148,Beta Blocker B,1,Drug,PharmaPro,4606.93,04-05-2024
149,Nebulizer,5,Drug,MedTech Solutions,2708.39,18-12-2024
150,Hip Replacement Implant,3,Device,PureHealth,7079.21,08-10-2024
151,Oxygen Concentrator,5,Drug,OncoMed,658.15,01-06-2024
152,Angioplasty Device,1,Drug,OncoMed,1876.81,21-03-2024
153,Glucagon Injection,4,Drug,BioMed Industries,195.87,26-01-2024
154,Heart Valve Implant,1,Drug,TheraTech,4839.45,30-04-2024
155,COPD Treatment Kit,5,Drug,CardioWorks,2215.65,19-04-2024
156,Knee Prosthesis,3,Device,PureHealth,2366.85,25-08-2024
157,Nebulizer,5,Drug,OncoMed,2691.49,09-04-2024
158,Insulin Pen,4,Drug,MedLife,354.13,14-07-2024
159,Bone Graft,3,Device,CardioWorks,1642.35,05-03-2024
160,Knee Prosthesis,3,Device,PharmaPro,7189.2,06-04-2024
161,Oxygen Concentrator,5,Drug,RespiraCare,1901.9,25-07-2024
162,Glucose Monitor,4,Drug,PureHealth,330.44,17-07-2024
163,Chemotherapy Machine,2,Drug,TheraTech,3639.78,15-07-2024
164,Nebulizer,5,Drug,MedLife,1283.46,09-02-2024
165,Cardiac Stent,1,Drug,MedTech Solutions,1895.26,10-07-2024
166,Chemotherapy Machine,2,Drug,RespiraCare,2299.6,16-11-2024
167,Radiation Therapy Kit,2,Drug,BioMed Industries,6299.75,13-05-2024
168,Orthopedic Brace,3,Device,HealthCorp,6726.3,22-07-2024
169,Glucagon Injection,4,Drug,TheraTech,173.19,12-02-2024
170,Orthopedic Brace,3,Device,PharmaPro,3476.23,10-10-2024
171,Angioplasty Device,1,Drug,PureHealth,3163.52,25-04-2024
172,Tumor Marker Test,2,Drug,OncoMed,9443.36,02-02-2024
173,Angioplasty Device,1,Drug,CardioWorks,1179.02,03-12-2024
174,Orthopedic Brace,3,Device,MedLife,2431.09,02-10-2024
175,Glucagon Injection,4,Drug,RespiraCare,89.13,27-09-2024
176,Insulin Pump,4,Drug,TheraTech,480.72,31-10-2024
177,Asthma Medication,5,Drug,MedTech Solutions,2684.22,24-01-2024
178,Insulin Pump,4,Drug,PureHealth,305.44,22-04-2024
179,Beta Blocker B,1,Drug,MedLife,3228.82,19-12-2024
180,Hip Replacement Implant,3,Device,PureHealth,5007.27,20-09-2024
181,Oxygen Concentrator,5,Drug,PureHealth,449.08,24-09-2024
182,Insulin Pump,4,Drug,OncoMed,194.64,24-10-2024
183,Knee Prosthesis,3,Device,HealthCorp,6639.68,04-12-2024
184,Chemotherapy Machine,2,Drug,MedTech Solutions,7774.4,12-09-2024
185,Asthma Medication,5,Drug,HealthCorp,1779.66,22-01-2024
186,Radiation Therapy Kit,2,Drug,PharmaPro,7600.74,12-01-2025
187,Tumor Marker Test,2,Drug,MedTech Solutions,7245.62,23-03-2024
188,Oxygen Concentrator,5,Drug,MedLife,1386.02,17-08-2024
189,Nebulizer,5,Drug,OncoMed,1381.2,15-12-2024
190,Knee Prosthesis,3,Device,OncoMed,2420.35,13-01-2025
191,Oxygen Concentrator,5,Drug,OncoMed,1107.49,30-04-2024
192,Beta Blocker B,1,Drug,OncoMed,2517.47,18-03-2024
193,Heart Medication A,1,Drug,PureHealth,585.1,15-09-2024
194,Insulin Pump,4,Drug,CardioWorks,307.63,16-03-2024
195,Insulin Pump,4,Drug,PharmaPro,181.02,11-05-2024
196,Chemotherapy Machine,2,Drug,MedLife,2834.32,15-01-2025
197,Bone Graft,3,Device,CardioWorks,3270.88,23-04-2024
198,Cancer Drug X,2,Drug,PureHealth,5821.22,23-04-2024
199,Radiation Therapy Kit,2,Drug,TheraTech,7845.53,11-05-2024
200,Insulin Pump,4,Drug,PureHealth,92.77,07-06-2024
201,Tumor Marker Test,2,Drug,HealthCorp,3039.53,23-10-2024
202,Asthma Medication,5,Drug,TheraTech,2534.05,06-05-2024
203,Nebulizer,5,Drug,RespiraCare,2621.26,29-12-2024
204,Oncology Diagnostic Tool,2,Drug,PureHealth,2838.82,14-12-2024
205,Glucagon Injection,4,Drug,RespiraCare,486.86,09-03-2024
206,Glucagon Injection,4,Drug,RespiraCare,134.16,11-02-2024
207,Glucagon Injection,4,Drug,CardioWorks,401.34,19-07-2024
208,Chemotherapy Machine,2,Drug,HealthCorp,9330.92,05-02-2024
209,Orthopedic Brace,3,Device,MedTech Solutions,5881.07,28-01-2024
210,Asthma Medication,5,Drug,MedLife,236.51,05-10-2024
211,Nebulizer,5,Drug,MedLife,1315.28,04-02-2024
212,Cancer Drug X,2,Drug,TheraTech,1095.73,11-04-2024
213,Cardiac Stent,1,Drug,TheraTech,4661.19,28-09-2024
214,Cardiac Stent,1,Drug,HealthCorp,1447.24,06-01-2025
215,Orthopedic Brace,3,Device,TheraTech,3385.81,13-09-2024
216,Insulin Pump,4,Drug,PureHealth,178.57,12-04-2024
217,Insulin Pen,4,Drug,PureHealth,211.44,06-06-2024
218,Beta Blocker B,1,Drug,HealthCorp,4570.65,20-03-2024
219,Cancer Drug X,2,Drug,CardioWorks,8813.33,10-10-2024
220,Knee Prosthesis,3,Device,MedTech Solutions,490.95,12-09-2024
221,Chemotherapy Machine,2,Drug,TheraTech,6059.1,22-02-2024
222,Nebulizer,5,Drug,TheraTech,248.91,26-06-2024
223,Asthma Medication,5,Drug,MedLife,2221.15,31-08-2024
224,Inhaler Device,5,Drug,PharmaPro,1434.2,02-09-2024
225,Bone Graft,3,Device,RespiraCare,1910.85,29-08-2024
226,Radiation Therapy Kit,2,Drug,CardioWorks,3354,31-01-2024
227,Angioplasty Device,1,Drug,PharmaPro,2159.17,15-02-2024
228,Asthma Medication,5,Drug,OncoMed,753.98,08-06-2024
229,Oncology Diagnostic Tool,2,Drug,CardioWorks,3737.11,17-07-2024
230,COPD Treatment Kit,5,Drug,MedLife,2569.27,26-01-2024
231,Glucose Monitor,4,Drug,HealthCorp,461.95,28-07-2024
232,Glucose Monitor,4,Drug,CardioWorks,61.7,01-04-2024
233,Spinal Fusion Device,3,Device,MedTech Solutions,7746.52,07-12-2024
234,Diabetes Test Strips,4,Drug,MedLife,328,24-06-2024
235,Diabetes Test Strips,4,Drug,HealthCorp,399.06,05-05-2024
236,Glucagon Injection,4,Drug,CardioWorks,287.05,05-07-2024
237,Oxygen Concentrator,5,Drug,CardioWorks,875.68,06-12-2024
238,Knee Prosthesis,3,Device,MedLife,3888.1,15-12-2024
239,Nebulizer,5,Drug,TheraTech,2310.27,08-10-2024
240,Nebulizer,5,Drug,CardioWorks,2485.48,08-11-2024
241,Chemotherapy Machine,2,Drug,MedTech Solutions,506.74,21-06-2024
242,Radiation Therapy Kit,2,Drug,BioMed Industries,3652.69,10-07-2024
243,Cancer Drug X,2,Drug,MedTech Solutions,1110.15,21-05-2024
244,Tumor Marker Test,2,Drug,RespiraCare,3448.17,14-08-2024
245,Heart Medication A,1,Drug,PureHealth,2910.87,27-08-2024
246,Chemotherapy Machine,2,Drug,MedTech Solutions,9807.19,22-02-2024
247,Insulin Pen,4,Drug,RespiraCare,370.56,22-06-2024
248,Beta Blocker B,1,Drug,HealthCorp,4830.62,28-12-2024
249,Diabetes Test Strips,4,Drug,MedLife,310.01,11-02-2024
250,Chemotherapy Machine,2,Drug,PureHealth,525.21,26-03-2024
251,Insulin Pen,4,Drug,TheraTech,250.04,19-11-2024
252,Heart Valve Implant,1,Drug,MedLife,3512.83,18-08-2024
253,Bone Graft,3,Device,PureHealth,2554.17,04-06-2024
254,Heart Valve Implant,1,Drug,MedLife,3644.04,05-10-2024
255,COPD Treatment Kit,5,Drug,PharmaPro,2841.22,25-12-2024
256,Oxygen Concentrator,5,Drug,MedLife,701.22,09-09-2024
257,COPD Treatment Kit,5,Drug,CardioWorks,1187.7,04-02-2024
258,Heart Medication A,1,Drug,CardioWorks,3000.98,26-11-2024
259,Spinal Fusion Device,3,Device,RespiraCare,1920.88,06-08-2024
260,Heart Medication A,1,Drug,TheraTech,2311.45,13-05-2024
261,Asthma Medication,5,Drug,TheraTech,937.25,05-10-2024
262,Cancer Drug X,2,Drug,TheraTech,3763.92,05-10-2024
263,Glucagon Injection,4,Drug,RespiraCare,281.77,28-01-2024
264,Knee Prosthesis,3,Device,TheraTech,6603.28,14-08-2024
265,COPD Treatment Kit,5,Drug,BioMed Industries,2706.44,13-03-2024
266,Tumor Marker Test,2,Drug,PureHealth,3370.21,08-05-2024
267,Insulin Pen,4,Drug,OncoMed,95.96,16-10-2024
268,COPD Treatment Kit,5,Drug,CardioWorks,890.71,29-02-2024
269,Beta Blocker B,1,Drug,MedTech Solutions,2544.2,16-12-2024
270,Asthma Medication,5,Drug,MedTech Solutions,654.01,01-07-2024
271,Angioplasty Device,1,Drug,MedTech Solutions,792.49,27-01-2024
272,Asthma Medication,5,Drug,TheraTech,1788.36,28-03-2024
273,Chemotherapy Machine,2,Drug,RespiraCare,7587.6,02-08-2024
274,Cancer Drug X,2,Drug,MedLife,9921.26,01-07-2024
275,Oxygen Concentrator,5,Drug,PureHealth,1340.66,20-10-2024
276,Glucagon Injection,4,Drug,CardioWorks,387.32,02-08-2024
277,Asthma Medication,5,Drug,HealthCorp,2972.01,07-12-2024
278,Glucose Monitor,4,Drug,TheraTech,141.17,21-01-2024
279,Inhaler Device,5,Drug,CardioWorks,1725.15,24-01-2024
280,Insulin Pen,4,Drug,OncoMed,494.63,22-04-2024
281,Asthma Medication,5,Drug,OncoMed,1657.28,04-08-2024
282,Cardiac Stent,1,Drug,PureHealth,2134.67,21-02-2024
283,Beta Blocker B,1,Drug,MedLife,2281.14,25-05-2024
284,COPD Treatment Kit,5,Drug,RespiraCare,2647.65,07-12-2024
285,Inhaler Device,5,Drug,PharmaPro,1755.2,05-07-2024
286,Beta Blocker B,1,Drug,OncoMed,1361.73,16-04-2024
287,Cardiac Stent,1,Drug,CardioWorks,2520.15,18-11-2024
288,Asthma Medication,5,Drug,CardioWorks,651.69,05-06-2024
289,Knee Prosthesis,3,Device,PureHealth,3804.93,10-05-2024
290,Beta Blocker B,1,Drug,RespiraCare,480.2,16-02-2024
291,Asthma Medication,5,Drug,TheraTech,2184.23,25-04-2024
292,Inhaler Device,5,Drug,MedTech Solutions,1612.58,28-02-2024
293,Tumor Marker Test,2,Drug,RespiraCare,8986.89,28-02-2024
294,Diabetes Test Strips,4,Drug,BioMed Industries,300.34,02-07-2024
295,Oncology Diagnostic Tool,2,Drug,PharmaPro,6521.23,12-01-2025
296,Diabetes Test Strips,4,Drug,PharmaPro,102.2,30-09-2024
297,Oxygen Concentrator,5,Drug,HealthCorp,2252.99,19-02-2024
298,Angioplasty Device,1,Drug,PureHealth,2356.29,10-01-2025
299,Spinal Fusion Device,3,Device,TheraTech,7069.42,04-04-2024
300,Bone Graft,3,Device,OncoMed,5516.82,15-01-2025
301,Heart Medication A,1,Drug,MedLife,4270.46,18-05-2024
302,Oxygen Concentrator,5,Drug,PureHealth,1701.96,06-06-2024
303,Glucagon Injection,4,Drug,CardioWorks,310.85,04-06-2024
304,Angioplasty Device,1,Drug,PharmaPro,2514.18,01-09-2024
305,Insulin Pump,4,Drug,TheraTech,499.19,12-07-2024
306,Beta Blocker B,1,Drug,CardioWorks,1353.76,28-10-2024
307,Knee Prosthesis,3,Device,HealthCorp,2281.7,20-01-2024
308,Insulin Pump,4,Drug,OncoMed,295.16,18-11-2024
309,Orthopedic Brace,3,Device,OncoMed,2428.26,23-08-2024
310,Insulin Pen,4,Drug,CardioWorks,358.49,19-06-2024
311,Glucagon Injection,4,Drug,HealthCorp,156.86,31-10-2024
312,Knee Prosthesis,3,Device,HealthCorp,5647.78,23-05-2024
313,Insulin Pen,4,Drug,MedLife,242.93,21-01-2024
314,Radiation Therapy Kit,2,Drug,MedLife,1439.2,26-02-2024
315,Cardiac Stent,1,Drug,HealthCorp,3002.06,14-10-2024
316,Tumor Marker Test,2,Drug,OncoMed,3916.13,20-03-2024
317,Oxygen Concentrator,5,Drug,OncoMed,1879.29,10-04-2024
318,Glucagon Injection,4,Drug,MedLife,358.77,16-04-2024
319,COPD Treatment Kit,5,Drug,MedLife,1627.31,09-05-2024
320,Radiation Therapy Kit,2,Drug,PharmaPro,7197.77,10-02-2024
321,Heart Valve Implant,1,Drug,CardioWorks,785.7,15-04-2024
322,Diabetes Test Strips,4,Drug,RespiraCare,176.3,23-08-2024
323,Oxygen Concentrator,5,Drug,MedTech Solutions,2872.48,19-07-2024
324,Glucagon Injection,4,Drug,TheraTech,117.46,01-11-2024
325,Diabetes Test Strips,4,Drug,OncoMed,297.58,10-11-2024
326,Beta Blocker B,1,Drug,MedLife,1788.55,02-08-2024
327,Orthopedic Brace,3,Device,BioMed Industries,1695.26,16-07-2024
328,Heart Medication A,1,Drug,PureHealth,159.59,29-03-2024
329,Cardiac Stent,1,Drug,BioMed Industries,2504.43,07-12-2024
330,Glucose Monitor,4,Drug,MedLife,167.49,24-04-2024
331,Heart Valve Implant,1,Drug,TheraTech,1126.23,14-07-2024
332,Insulin Pump,4,Drug,CardioWorks,125.28,27-03-2024
333,Bone Graft,3,Device,HealthCorp,542.65,29-09-2024
334,Diabetes Test Strips,4,Drug,TheraTech,71.16,15-03-2024
335,Diabetes Test Strips,4,Drug,HealthCorp,315.23,01-10-2024
336,Tumor Marker Test,2,Drug,PharmaPro,9148.9,19-01-2024
337,Bone Graft,3,Device,BioMed Industries,4498.99,26-03-2024
338,Glucose Monitor,4,Drug,HealthCorp,371.2,21-06-2024
339,Chemotherapy Machine,2,Drug,PureHealth,5756.23,27-07-2024
340,Oncology Diagnostic Tool,2,Drug,BioMed Industries,5680.19,07-12-2024
341,Insulin Pump,4,Drug,RespiraCare,244.61,05-04-2024
342,Radiation Therapy Kit,2,Drug,MedTech Solutions,1309.46,06-02-2024
343,Hip Replacement Implant,3,Device,CardioWorks,687.97,22-02-2024
344,Bone Graft,3,Device,MedLife,5033.64,15-07-2024
345,Oxygen Concentrator,5,Drug,CardioWorks,2119.53,15-04-2024
346,Cardiac Stent,1,Drug,CardioWorks,3422.27,02-01-2025
347,Inhaler Device,5,Drug,PharmaPro,1099.72,18-11-2024
348,Tumor Marker Test,2,Drug,HealthCorp,5841.93,15-03-2024
349,Insulin Pen,4,Drug,OncoMed,360.11,14-10-2024
350,Inhaler Device,5,Drug,TheraTech,2067.2,17-10-2024
351,Nebulizer,5,Drug,PureHealth,1223.66,05-06-2024
352,Oxygen Concentrator,5,Drug,TheraTech,2645.08,29-07-2024
353,Glucose Monitor,4,Drug,PureHealth,452.45,21-10-2024
354,COPD Treatment Kit,5,Drug,HealthCorp,2962.24,27-05-2024
355,Asthma Medication,5,Drug,MedLife,1867.04,19-01-2024
356,Hip Replacement Implant,3,Device,PureHealth,1454.21,29-12-2024
357,Cardiac Stent,1,Drug,TheraTech,3552.67,15-02-2024
358,Oncology Diagnostic Tool,2,Drug,PureHealth,6354.82,13-01-2025
359,Beta Blocker B,1,Drug,OncoMed,1931.03,21-01-2024
360,Nebulizer,5,Drug,OncoMed,1988.48,11-07-2024
361,Hip Replacement Implant,3,Device,OncoMed,534.39,07-08-2024
362,Tumor Marker Test,2,Drug,HealthCorp,4995.77,01-11-2024
363,Inhaler Device,5,Drug,CardioWorks,999.78,18-10-2024
364,Insulin Pen,4,Drug,OncoMed,426.18,28-12-2024
365,Glucagon Injection,4,Drug,PharmaPro,346.68,30-03-2024
366,Asthma Medication,5,Drug,HealthCorp,2499.27,05-04-2024
367,Tumor Marker Test,2,Drug,HealthCorp,8292.94,08-04-2024
368,Heart Valve Implant,1,Drug,PharmaPro,1990.81,18-09-2024
369,Tumor Marker Test,2,Drug,TheraTech,3897.93,24-11-2024
370,Insulin Pump,4,Drug,HealthCorp,496.97,01-12-2024
371,Nebulizer,5,Drug,CardioWorks,1100.37,27-09-2024
372,Insulin Pen,4,Drug,CardioWorks,499.83,18-10-2024
373,Knee Prosthesis,3,Device,MedLife,5201.49,14-07-2024
374,Cancer Drug X,2,Drug,HealthCorp,9034.71,19-05-2024
375,Spinal Fusion Device,3,Device,MedLife,2776.84,07-07-2024
376,Heart Valve Implant,1,Drug,HealthCorp,3727.06,01-10-2024
377,Glucose Monitor,4,Drug,MedLife,429.91,10-06-2024
378,Chemotherapy Machine,2,Drug,OncoMed,6096.29,10-12-2024
379,Spinal Fusion Device,3,Device,HealthCorp,6944.85,10-08-2024
380,Chemotherapy Machine,2,Drug,CardioWorks,7132.27,29-06-2024
381,Inhaler Device,5,Drug,PureHealth,1058.37,30-10-2024
382,Asthma Medication,5,Drug,RespiraCare,1172.08,29-09-2024
383,Cancer Drug X,2,Drug,BioMed Industries,1686.87,12-01-2025
384,Glucose Monitor,4,Drug,TheraTech,138.08,08-04-2024
385,Glucagon Injection,4,Drug,RespiraCare,103.97,20-04-2024
386,Radiation Therapy Kit,2,Drug,BioMed Industries,723,18-12-2024
387,COPD Treatment Kit,5,Drug,CardioWorks,390.72,16-08-2024
388,Asthma Medication,5,Drug,MedLife,738.68,01-11-2024
389,Inhaler Device,5,Drug,BioMed Industries,162.5,03-03-2024
390,Bone Graft,3,Device,MedLife,5558.48,15-10-2024
391,Nebulizer,5,Drug,PureHealth,772.65,23-01-2024
